frame,x_coordinate,y_coordinate,z_coordinate
543,[-30.44162272],[31.51203754],[232.95074392]
543,[-15.58397298],[-9.17050269],[-74.91535893]
544,[-30.446087],[31.51705108],[232.9882888]
544,[-15.60063726],[-9.39819537],[-75.04062764]
545,[-30.35083023],[31.40167252],[232.05991111]
545,[-15.39618726],[-9.43980073],[-74.23041645]
546,[-30.26676233],[31.29538228],[231.21912555]
546,[-15.4555864],[-9.59532145],[-74.54808285]
547,[-30.22639575],[31.25298466],[230.90936122]
547,[-15.34572692],[-9.61381095],[-74.36980481]
548,[-18.06884602],[19.61133446],[148.77682184]
548,[-24.04851157],[-14.5439146],[-114.94802745]
549,[-18.11751993],[19.65467251],[149.17556271]
549,[-15.10657773],[-9.50959483],[-73.72679366]
550,[-18.18504108],[19.69434437],[149.40047333]
550,[-14.88347834],[-9.31689696],[-73.05638159]
551,[-18.23858369],[19.73276914],[149.68861698]
551,[-14.55205955],[-8.99848672],[-71.64837677]
552,[-18.23897116],[19.73191415],[149.68604098]
552,[-14.62614281],[-8.81972077],[-71.98232621]
553,[-18.23854499],[19.73110155],[149.67947577]
553,[-14.46155438],[-8.6113994],[-71.63741702]
554,[-18.23967318],[19.73318772],[149.69090467]
554,[-14.40948561],[-8.45098536],[-71.48518575]
555,[-18.2405114],[19.73475792],[149.69948666]
555,[-14.27915266],[-8.2134765],[-70.98157104]
556,[-18.2282892],[19.71936037],[149.58845539]
556,[-14.05848432],[-8.08932138],[-70.38883053]
557,[-18.21505213],[19.70211146],[149.46594131]
557,[-14.06753502],[-8.12398474],[-70.21679839]
558,[-18.12435194],[19.58902575],[148.74725885]
558,[-29.14925774],[-13.99993399],[-135.30313785]
559,[-18.0710027],[19.5170132],[148.38753472]
559,[2.66802514],[0.60520826],[8.19622072]
560,[-17.96172346],[19.43393043],[147.7814219]
560,[2.62016909],[0.44213671],[8.17556719]
561,[-18.00051893],[19.45873548],[148.27752685]
561,[2.64027647],[0.43124499],[8.20075875]
562,[-4.06551959],[-3.02499777],[7.016247]
562,[-4.06551959],[-3.02499777],[7.016247]
563,[-18.02849058],[19.48689409],[148.85759755]
563,[2.70096321],[0.59420252],[8.15175421]
564,[-17.63300934],[19.2100254],[147.56290907]
564,[2.77707412],[0.75451751],[8.13429597]
565,[-17.3401135],[19.26251953],[146.81464196]
565,[2.80383231],[0.84418292],[8.11144446]
566,[-29.78703788],[31.92387513],[236.23957997]
566,[2.81904613],[0.89889267],[8.07369557]
567,[-16.95014882],[19.4013399],[146.5388902]
567,[2.84595384],[0.85563163],[8.0970481]
568,[-16.68516611],[19.34886366],[145.8179775]
568,[2.85554834],[0.90658964],[8.07693855]
569,[-16.99026707],[19.91609267],[149.22038068]
569,[2.86854101],[0.90720035],[8.07173077]
570,[-16.76023563],[19.47095599],[146.57896868]
570,[2.87987069],[0.91511698],[8.06719465]
571,[-16.901767],[19.73080059],[148.11211149]
571,[2.8652103],[1.11453486],[8.07060712]
572,[-16.63258062],[19.40333165],[146.17533496]
572,[2.8889256],[1.06682186],[8.08327476]
573,[-16.78342478],[19.65278228],[147.30763075]
573,[2.91447281],[0.97728874],[8.06787272]
574,[-16.68672758],[19.56741072],[146.54263891]
574,[2.92242182],[0.96510136],[8.06664573]
575,[-16.80803587],[19.62387134],[146.88254468]
575,[2.91572916],[0.98635568],[8.06976034]
576,[-16.82043045],[19.57052287],[146.54664433]
576,[2.89849316],[1.03193476],[8.06472628]
577,[-16.90404381],[19.42805581],[146.31160597]
577,[2.87896562],[1.00822324],[8.07037181]
578,[-16.99147293],[19.33557659],[146.54120342]
578,[2.87370403],[0.87176217],[8.09611818]
579,[-31.05145305],[33.98902622],[250.18929351]
579,[2.87805952],[0.89701605],[8.08670157]
580,[-16.7137811],[18.94579446],[144.32016855]
580,[2.86806994],[0.77259916],[8.09343125]
581,[-16.99976685],[19.32371769],[146.31647674]
581,[2.85951235],[1.05638599],[8.08805987]
582,[-16.66103242],[18.9594497],[144.06815802]
582,[2.88515336],[0.84240306],[8.07884078]
583,[-27.54319668],[30.36251023],[223.34459817]
583,[2.91299214],[0.94235936],[8.07319829]
584,[-28.34980273],[31.75935845],[232.7266355]
584,[2.94493896],[0.95905782],[8.0614609]
585,[-16.2959331],[19.85873884],[146.91044069]
585,[2.93959561],[0.73110185],[8.07517018]
586,[-15.68396232],[19.42800372],[143.22518989]
586,[2.79231819],[0.37525058],[8.11372467]
587,[-15.11563739],[19.5868869],[142.11851236]
587,[3.0080673],[1.06553207],[8.02752454]
588,[-14.8737353],[19.46964986],[142.03242506]
588,[2.98573506],[0.74282699],[8.05422745]
589,[-14.53637571],[18.98305288],[140.25945072]
589,[3.01894373],[0.80343013],[8.02941683]
590,[-28.56055028],[36.6257173],[271.94584074]
590,[3.01073578],[0.69350025],[8.05762528]
591,[-14.05995269],[18.47356819],[138.3439688]
591,[3.04120892],[0.81621422],[8.00170628]
592,[-4.06551959],[-3.02499777],[7.016247]
592,[-4.06551959],[-3.02499777],[7.016247]
593,[-14.37054453],[18.9015991],[140.44003059]
593,[-27.3986388],[-16.73364121],[-103.01491367]
594,[-14.39234526],[18.96234307],[141.52496088]
594,[-27.53254236],[-16.6930354],[-103.00062379]
595,[-14.30529777],[18.91706651],[141.94353311]
595,[-27.7241958],[-16.69361696],[-103.24320849]
596,[-14.07590502],[18.52417892],[140.34905057]
596,[-27.51214205],[-16.54770047],[-101.62404404]
597,[-14.22913614],[18.59156835],[141.19333896]
597,[-27.63951752],[-16.69640688],[-102.44539662]
598,[-14.22808874],[18.59054321],[141.18461874]
598,[-27.61110367],[-16.649316],[-102.2413821]
599,[-14.21022847],[18.51125089],[140.99985602]
599,[-27.87771864],[-16.79288913],[-102.3431956]
600,[-14.1891662],[18.42942262],[141.00616342]
600,[-28.11478522],[-17.14285598],[-103.3103263]
601,[-24.21934231],[29.63056648],[219.14140024]
601,[-28.04695482],[-17.58333873],[-104.2427881]
602,[-24.28788871],[29.72722107],[218.69037668]
602,[-27.57128975],[-17.60084297],[-103.03953959]
603,[-23.50213315],[28.45495607],[212.72156945]
603,[-28.05473267],[-18.11072967],[-103.98377698]
604,[-24.21821787],[29.52762543],[221.26257675]
604,[-27.90357041],[-18.04930473],[-103.11612738]
605,[-23.69878642],[28.81286481],[215.66720382]
605,[-27.90177161],[-18.03854714],[-103.09151614]
606,[-23.70386275],[28.81957763],[215.71652144]
606,[-27.90180431],[-18.03857781],[-103.0916118]
607,[-23.70386275],[28.81957763],[215.71652144]
607,[-27.90180431],[-18.03857781],[-103.0916118]
609,[-23.97844773],[28.94026571],[219.53946706]
609,[-37.47325962],[-25.59049803],[-141.30991952]
610,[1.90647103],[-1.55660682],[-8.25864078]
610,[-56.72320214],[-37.49897683],[-202.39726124]
611,[-19.69669984],[17.17621794],[136.20384576]
611,[-41.57325955],[-29.31789471],[-146.08493143]
612,[-1.94788324],[1.52816674],[8.29998115]
612,[44.00393478],[31.08721778],[155.64221177]
613,[-1.9888369],[1.43378544],[8.30196459]
613,[43.71040495],[30.52828857],[154.24508749]
614,[-1.94812503],[1.49969028],[8.3001082]
614,[41.71485966],[29.45175618],[147.26291836]
615,[-1.97289525],[1.46287543],[8.31765594]
615,[43.32450136],[30.6076544],[154.89657273]
616,[-2.11743226],[1.13567602],[8.34318789]
616,[43.66303385],[31.1468398],[154.92138932]
617,[-2.12499319],[1.12081307],[8.32468485]
617,[44.00694094],[31.1969107],[154.7084713]
618,[-2.00917377],[1.38778632],[8.3118549]
618,[43.26022841],[30.3451248],[151.01695133]
619,[-1.95656044],[1.47366962],[8.31655421]
619,[65.14015994],[42.90228217],[223.69573131]
620,[-1.93888054],[1.51529015],[8.30981723]
620,[46.18234353],[31.55728286],[166.9147948]
621,[-2.00048403],[1.40611177],[8.31124292]
621,[2.27498526],[0.14921994],[8.24026225]
622,[-1.93347819],[1.51894689],[8.30159886]
622,[1.75542685],[0.0293274],[8.39848708]
623,[-2.00244983],[1.40978737],[8.31108102]
623,[-69.86790959],[-34.88859343],[-247.16380121]
624,[-1.98217195],[1.43128047],[8.32011525]
624,[2.54885387],[-0.04359811],[8.09228222]
625,[-1.92171043],[1.52786704],[8.30891178]
625,[2.74947595],[0.07781137],[8.16829146]
626,[-1.86783182],[1.59707434],[8.30100896]
626,[2.12071738],[-0.31859706],[8.30661346]
627,[-1.86524196],[1.58728656],[8.29582646]
627,[21.9744756],[10.65954583],[96.72644081]
628,[-1.92636611],[1.50235244],[8.30823634]
628,[-48.73351116],[-23.1713239],[-217.75311917]
629,[-1.87280623],[1.57428144],[8.30717533]
629,[-45.37034518],[-23.34257937],[-211.96654311]
630,[-1.92352736],[1.51465636],[8.29442178]
630,[-36.48172103],[-20.09724325],[-180.58846397]
631,[-2.10769509],[1.14638191],[8.30681055]
631,[-0.76722383],[-0.28002327],[-0.46688903]
632,[-2.05024031],[1.31852762],[8.31656261]
632,[-17.82107471],[-10.88404116],[-93.17876729]
633,[-2.03381051],[1.34604998],[8.31738374]
633,[-18.0479098],[-12.49785131],[-104.26852517]
634,[-2.06716161],[1.28698685],[8.31513124]
634,[-18.63771105],[-15.06070569],[-117.8734081]
635,[-1.98052375],[1.40293151],[8.32322286]
635,[-17.72704156],[-17.04775407],[-121.58109396]
636,[-2.0620894],[1.26937091],[8.32070739]
636,[-16.37126463],[-18.62422419],[-125.89376746]
637,[-4.06551959],[-3.02499777],[7.016247]
637,[-4.06551959],[-3.02499777],[7.016247]
638,[-2.02015501],[1.35091718],[8.320248]
638,[-10.66527372],[-19.71298679],[-119.7361043]
639,[-2.08719844],[1.26555284],[8.31642458]
639,[-8.99744758],[-21.97706852],[-120.67181295]
640,[-2.05531005],[1.3467528],[8.31275604]
640,[-8.40936613],[-21.36932511],[-114.20701582]
641,[-2.0769006],[1.32669823],[8.31181023]
641,[-8.88224103],[-23.30367353],[-123.08745622]
642,[-2.15774398],[1.25037896],[8.30028741]
642,[-8.76395184],[-23.27131924],[-123.89271576]
643,[-1.987142],[1.50605842],[8.30396439]
643,[-8.73009175],[-23.01868651],[-123.71394963]
644,[-2.30840018],[0.21495967],[8.40338055]
644,[-8.95660783],[-22.63172886],[-125.8698794]
645,[-2.19958668],[1.32688355],[8.28426696]
645,[-9.07057157],[-21.87996739],[-125.91218139]
646,[-2.40899113],[0.80868357],[8.27782427]
646,[-9.674394],[-20.88922073],[-125.50736594]
647,[-28.91763884],[15.83264647],[168.26409977]
647,[-9.44623203],[-19.6071698],[-123.52711868]
648,[-2.34949598],[0.21907095],[8.33056985]
648,[-9.48074665],[-19.15171406],[-124.87004177]
649,[-2.31899282],[1.17919443],[8.30155721]
649,[-9.61128083],[-19.04515285],[-125.98102904]
650,[-2.13718026],[1.43439627],[8.28094359]
650,[-9.68009592],[-19.32535093],[-127.99568011]
651,[-4.06551959],[-3.02499777],[7.016247]
651,[-4.06551959],[-3.02499777],[7.016247]
652,[-2.31974021],[1.16622128],[8.27304864]
652,[-10.4908694],[-21.23039023],[-139.90258521]
653,[-2.16549347],[1.3932308],[8.27821481]
653,[-10.62554225],[-23.51425388],[-151.23804474]
654,[-2.37181116],[1.05293341],[8.27991551]
654,[-10.48427542],[-24.03536939],[-153.03453944]
655,[-2.41720553],[0.92759568],[8.28647888]
655,[-10.57998001],[-25.53130015],[-157.52955272]
656,[-18.10197948],[8.85145025],[101.97056302]
656,[-10.45492656],[-26.63389015],[-159.12427547]
657,[-2.47890277],[0.7321357],[8.24601785]
657,[-10.53643289],[-28.51672242],[-164.41001515]
658,[-2.49623039],[0.68764352],[8.28422169]
658,[-10.5184378],[-29.97522419],[-167.084598]
659,[-2.51415552],[0.72742451],[8.23989447]
659,[-10.75060474],[-31.10324101],[-170.36180303]
660,[-2.52266404],[0.4015181],[8.37975433]
660,[-11.04034942],[-32.45083486],[-174.37487835]
661,[-19.24251161],[9.06911103],[102.42467659]
661,[-11.80210169],[-32.79867352],[-175.48739614]
662,[-2.46344268],[1.10775346],[8.24813881]
662,[-11.84044156],[-32.30488531],[-172.79536958]
663,[-22.63155018],[11.04781425],[111.71890064]
663,[-11.95675687],[-32.21082968],[-172.89151095]
664,[-2.46197571],[1.10334925],[8.2552861]
664,[-12.16559573],[-31.72017269],[-172.63953335]
665,[-2.21526926],[1.4707943],[8.25399435]
665,[-12.27845454],[-30.92873349],[-170.82842233]
666,[-2.55173547],[0.64157511],[8.26741768]
666,[-12.80758961],[-31.47485173],[-176.15000686]
667,[-2.55410279],[0.78590423],[8.25151096]
667,[-12.42395149],[-30.3549961],[-172.37557223]
668,[-2.50557425],[0.32211275],[8.24237641]
668,[-12.36479764],[-30.3182341],[-172.51388392]
669,[-2.53544335],[0.38544319],[8.27907783]
669,[-12.23735404],[-30.29091769],[-172.25328588]
670,[-2.51461606],[0.29982455],[8.29871338]
670,[-12.30169135],[-30.73451771],[-174.46514132]
671,[-2.5643447],[0.52968136],[8.21282282]
671,[-12.2296757],[-30.84761412],[-174.82249822]
672,[-2.54575389],[0.30506175],[8.37164655]
672,[-12.45638006],[-31.72271088],[-179.60324365]
673,[-2.59856903],[0.70955541],[8.256305]
673,[-12.26005108],[-31.97111504],[-180.43491834]
674,[-2.60863655],[0.69426309],[8.2458113]
674,[-12.60487086],[-32.82802816],[-183.63622557]
675,[-2.2543327],[-0.15413727],[8.41083449]
675,[-12.97749089],[-33.74637379],[-187.80859294]
676,[-2.39368857],[1.33943206],[8.25691737]
676,[-12.90045361],[-32.82858385],[-182.54962693]
677,[-2.55049716],[0.29308229],[8.2329431]
677,[-13.26011545],[-33.20749076],[-184.78144671]
678,[-2.6104518],[0.63746615],[8.2554513]
678,[-13.04235025],[-32.50831185],[-181.20819308]
679,[-2.47840615],[1.20798664],[8.22185238]
679,[-13.2607115],[-32.40199454],[-180.67011254]
680,[-2.55746766],[0.25632079],[8.28674776]
680,[-13.36571498],[-32.1973291],[-179.61792097]
681,[-2.62312827],[0.43285699],[8.2425539]
681,[-13.66046845],[-32.27899498],[-180.26484018]
682,[-2.63818585],[0.88223837],[8.22383048]
682,[-14.04988034],[-31.75827405],[-178.21793406]
683,[-2.35914965],[1.44043047],[8.23019225]
683,[-14.47634631],[-31.43481804],[-177.75367548]
684,[-2.6420351],[0.25474001],[8.21464538]
684,[-21.24336857],[-40.35528204],[-228.04754498]
685,[-2.69784127],[0.34118555],[8.23579587]
685,[-21.85391951],[-39.41102051],[-224.43505839]
686,[-2.73348813],[0.82531593],[8.26931691]
686,[-22.90390356],[-39.74960008],[-227.4633287]
687,[-2.64780133],[0.22628446],[8.15971867]
687,[-23.27228266],[-39.09129038],[-224.77884117]
688,[-2.64554469],[0.17473903],[8.24963231]
688,[-23.86960496],[-39.56155244],[-227.34041882]
689,[-2.64767498],[1.07901824],[8.20022619]
689,[-24.25970432],[-40.12071568],[-230.96418618]
690,[-2.65191728],[1.05939206],[8.20129499]
690,[-23.89526835],[-39.61989084],[-231.91701429]
691,[-2.53762083],[1.26986222],[8.2037338]
691,[-14.90780451],[-26.18355439],[-159.00315225]
692,[-2.72315267],[0.67292078],[8.21112019]
692,[-20.35250399],[-31.43010863],[-195.04146093]
693,[-2.70954143],[0.45883852],[8.22766358]
693,[-19.19862598],[-28.05404312],[-180.08581348]
694,[-2.67274911],[0.29846831],[8.25951892]
694,[-19.27709737],[-26.66811592],[-178.93404471]
695,[-40.27581879],[16.82862858],[189.53826344]
695,[-14.51842846],[-20.41748576],[-146.57044527]
696,[-2.58471341],[1.13308736],[8.19105162]
696,[-19.26132936],[-23.26276897],[-174.95157999]
697,[1.5629172],[-4.73803298],[-21.84660885]
697,[-19.09307512],[-21.33292831],[-172.42677493]
698,[27.89108474],[-12.82732799],[-135.27621287]
698,[-18.74268959],[-19.18496888],[-167.69735834]
699,[16.99464493],[-15.12291617],[-95.81167222]
699,[-18.27123841],[-17.46847295],[-164.59884785]
700,[-0.5164493],[-2.759848],[-5.39408186]
700,[-17.70451668],[-16.28922345],[-162.99151357]
701,[2.52127948],[-9.18778073],[-27.19305024]
701,[-17.04755455],[-15.06369309],[-159.69092217]
702,[-2.73600566],[0.88877001],[8.1894816]
702,[-16.30420713],[-13.84008182],[-156.04316341]
703,[-2.70396713],[0.89523746],[8.15664082]
703,[-15.19107575],[-12.57015281],[-150.10180861]
704,[-2.7561623],[0.38550187],[8.22804501]
704,[-15.03856222],[-12.39486105],[-154.30020421]
705,[-2.69417155],[0.9743476],[8.2056184]
705,[-14.32708186],[-11.81634124],[-152.29591209]
706,[-2.77720998],[0.54141402],[8.20216489]
706,[-14.06140715],[-11.6694645],[-153.9911314]
707,[-19.49575513],[7.77483307],[82.10208301]
707,[-13.63743476],[-11.35218116],[-153.88960591]
708,[-18.26932313],[6.56010044],[81.31165736]
708,[-13.51923197],[-11.37223653],[-155.41780343]
709,[1.8809852],[-4.67349991],[-20.83963864]
709,[-13.36245134],[-11.32886052],[-156.66767677]
710,[-2.80077936],[0.34812267],[8.19983145]
710,[-13.32768753],[-11.44837467],[-158.97916605]
711,[-2.82708476],[0.33292627],[8.34330488]
711,[-13.23583764],[-11.51190115],[-160.65030258]
712,[-2.60656737],[1.29303226],[8.19564747]
712,[-13.22537172],[-11.34514172],[-160.72049784]
713,[-2.80887453],[0.44319251],[8.17461048]
713,[-13.2109751],[-11.17966975],[-160.71144375]
714,[-2.82035798],[0.44597497],[8.19485332]
714,[-13.07651542],[-10.93674291],[-159.12875714]
715,[-2.80546513],[0.42305667],[8.22403511]
715,[-12.97478801],[-10.77838345],[-158.51708442]
716,[-2.62738247],[-0.09782892],[8.40047211]
716,[-13.01768418],[-10.71105767],[-160.83712457]
717,[-2.52592508],[-0.14112132],[8.0394897]
717,[-12.98788297],[-10.55119027],[-160.58074512]
718,[-2.82927867],[0.50301302],[8.23316279]
718,[-13.06067771],[-10.53195923],[-161.29511016]
719,[-15.75866598],[4.93949769],[69.40531545]
719,[-12.99002969],[-10.33578861],[-158.49219199]
720,[-2.69296369],[0.09030172],[8.07444349]
720,[-13.11364204],[-10.42731008],[-160.0307726]
721,[-16.0086642],[4.99006624],[70.23803006]
721,[-13.36402864],[-10.37205301],[-160.53363693]
722,[-16.03118246],[4.94894683],[70.13725808]
722,[-13.50174567],[-10.16483654],[-161.92995719]
723,[-16.0452566],[4.81028603],[69.79503025]
723,[-13.64519388],[-9.84599117],[-163.35645955]
724,[2.82781656],[-0.72699188],[-8.15356847]
724,[-13.62963004],[-9.13022699],[-159.39724619]
725,[2.75200464],[-0.97208308],[-8.16262263]
725,[-13.64755876],[-8.70452344],[-159.54233064]
726,[-16.07283033],[4.23927822],[69.7387629]
726,[-13.61553211],[-8.25738851],[-159.37030943]
727,[-2.74040483],[0.03081156],[8.1894323]
727,[-13.58862579],[-7.93519516],[-161.32718896]
728,[-15.89431168],[3.48223004],[70.12361565]
728,[-13.7405977],[-7.7508835],[-161.19925016]
729,[-16.0901944],[3.33130237],[71.14490028]
729,[-13.59805722],[-7.64798278],[-159.42197024]
730,[-15.99259535],[4.50174145],[66.64244391]
730,[-13.54289534],[-7.54369934],[-159.88365563]
731,[-4.06551959],[-3.02499777],[7.016247]
731,[-4.06551959],[-3.02499777],[7.016247]
732,[2.81974409],[-0.18553246],[-8.16212112]
732,[-13.50788669],[-7.41375427],[-157.0499123]
733,[2.83621133],[-0.10167671],[-8.22299943]
733,[-13.79141616],[-7.44274053],[-156.70567337]
734,[2.83457887],[-0.08347729],[-8.21018858]
734,[-13.81201035],[-7.38314042],[-157.95064389]
735,[2.82201161],[-0.07957135],[-8.21293311]
735,[-13.78675382],[-7.24027118],[-158.07915204]
736,[2.84605864],[-0.14390091],[-8.21814519]
736,[-13.70378521],[-7.04780943],[-157.33282071]
737,[2.83327914],[-0.12515739],[-8.18112258]
737,[-13.6879366],[-6.83764442],[-157.32898931]
738,[2.8572115],[-0.26728981],[-8.23549458]
738,[-13.72304444],[-6.69824331],[-158.1543273]
739,[2.8221884],[-0.09561514],[-8.18517204]
739,[-13.55534567],[-6.18583839],[-158.42294231]
740,[2.81767419],[-0.08735071],[-8.18331113]
740,[-13.49685783],[-5.79388106],[-162.0784774]
741,[2.78065817],[-0.0489004],[-8.22216274]
741,[-13.22943167],[-4.85728758],[-159.96262813]
742,[2.74959731],[0.01522255],[-8.18426767]
742,[-13.12639161],[-4.23548333],[-161.61316066]
743,[19.11419785],[-1.39403462],[-85.87788764]
743,[-12.8435494],[-3.03995206],[-160.6793341]
744,[2.72364183],[0.02598641],[-8.24518703]
744,[-13.02712146],[-1.85510798],[-159.09774479]
745,[2.73642876],[0.12885894],[-8.25311749]
745,[-11.799221],[0.00223995],[-143.03204607]
746,[2.74417944],[-0.3973131],[-8.206962]
746,[-8.80616503],[1.25970307],[-109.40115637]
747,[-22.12516178],[0.42872302],[99.95562132]
747,[-9.11585817],[2.04810084],[-111.8268137]
748,[-22.58541539],[0.18125284],[104.56163703]
748,[-9.35312421],[3.14806126],[-112.03808469]
749,[2.72318827],[-0.01341422],[-8.28119745]
749,[-9.26897863],[4.15298492],[-110.18579699]
750,[-10.71801785],[-6.65987574],[60.53054579]
750,[-9.37683741],[4.83244656],[-109.72155234]
751,[2.6817637],[0.35959431],[-8.24014537]
751,[-9.74103944],[5.52390567],[-110.05406342]
752,[2.69227651],[0.35636483],[-8.19214826]
752,[-10.09254345],[6.20746798],[-110.2135844]
753,[2.66401891],[0.48832627],[-8.18919164]
753,[-10.30806553],[6.96410765],[-110.03954709]
754,[2.62288419],[0.67591871],[-8.25278124]
754,[-10.56674949],[7.54917589],[-109.60294983]
755,[19.27213803],[6.41255409],[-93.59098409]
755,[-11.28675591],[8.31547809],[-112.45391462]
757,[-17.21351732],[-7.05270642],[99.6947202]
757,[-11.63129747],[8.94895161],[-113.4542316]
758,[-15.43363909],[-8.97692599],[99.05018904]
758,[-12.45787674],[9.94503767],[-113.23593578]
759,[-14.15136384],[-9.71681473],[97.25336177]
759,[-12.83107026],[9.97851881],[-109.72848192]
760,[-13.39653207],[-10.61205722],[98.52296889]
760,[-13.01281672],[10.14055764],[-107.0690168]
761,[-12.31881267],[-11.49427316],[101.05365206]
761,[-13.13214497],[10.43718272],[-103.11850295]
762,[-11.82725078],[-12.48118015],[108.77596071]
762,[-13.28824448],[10.43861401],[-99.62854503]
763,[-11.05900874],[-13.60519763],[116.794707]
763,[-13.45635636],[10.46450191],[-95.85224556]
764,[-4.06551959],[-3.02499777],[7.016247]
764,[-4.06551959],[-3.02499777],[7.016247]
765,[-9.78722891],[-14.61457221],[121.73434865]
765,[-19.22000964],[14.39005746],[-128.83206986]
766,[-14.54702165],[-25.78047473],[205.65923956]
766,[-21.04513644],[15.58541362],[-129.2541974]
767,[-11.05277144],[-23.39881086],[183.08384489]
767,[-21.81872065],[16.15747834],[-129.44380099]
768,[-9.00611123],[-23.41467018],[180.71641725]
768,[-22.44512241],[16.76981523],[-130.49124927]
769,[-7.46083194],[-24.46206758],[183.4295311]
769,[-22.8862823],[17.03410423],[-130.25389742]
770,[2.96083429],[18.43473179],[-133.054749]
770,[-23.82339845],[17.28992472],[-132.45629169]
771,[2.0486485],[18.79557594],[-136.038466]
771,[-24.49044289],[17.30650132],[-133.8618491]
772,[-1.06413365],[-17.94679029],[133.8944932]
772,[-25.36405678],[17.16234369],[-135.75164267]
773,[-0.10536055],[-17.15167523],[134.49139627]
773,[-26.06325482],[16.89606123],[-136.66612471]
774,[0.8277678],[-17.14952417],[141.0045578]
774,[-26.10079301],[16.57828679],[-134.54219365]
775,[1.41064442],[-16.94417475],[146.55003577]
775,[-26.91431219],[16.77935096],[-135.9416871]
776,[1.71900314],[-16.02439721],[144.6228269]
776,[-27.12829535],[16.90726545],[-134.32089018]
777,[2.20975007],[-16.05533443],[145.61625173]
777,[-27.7563664],[17.15159186],[-134.7848549]
778,[2.64051599],[-16.12190545],[145.31974766]
778,[-28.33298967],[17.37591798],[-135.28281669]
779,[3.05820018],[-16.52698852],[145.28784236]
779,[-28.68505004],[17.42054745],[-135.2418306]
780,[3.47826081],[-16.94449612],[145.12304763]
780,[-28.62860872],[17.19418895],[-133.42028008]
781,[-4.06551959],[-3.02499777],[7.016247]
781,[-4.06551959],[-3.02499777],[7.016247]
782,[4.20857825],[-22.77234197],[192.71819916]
782,[-28.53656791],[16.99209033],[-132.86470661]
783,[5.14636727],[-26.19915561],[211.09999651]
783,[-28.43473957],[16.66550332],[-134.10061433]
784,[5.14306116],[-26.45561687],[210.89605873]
784,[-28.50139498],[16.31143962],[-134.60265155]
785,[-4.10336869],[16.60074283],[-126.42999868]
785,[-28.23752354],[15.94345916],[-135.95281227]
786,[-3.987445],[16.69805812],[-128.19570307]
786,[-27.81472204],[15.4302027],[-136.61316335]
787,[-4.89019172],[27.76882885],[-224.95313684]
787,[-27.87174236],[15.21040357],[-139.13664739]
788,[-4.8774753],[28.42648689],[-232.43636857]
788,[-27.51704127],[14.7376595],[-139.0913649]
789,[-3.91309132],[17.11073364],[-136.44439196]
789,[-27.76701192],[14.75934695],[-141.37927836]
790,[-4.82210379],[30.30115881],[-252.38372546]
790,[-27.53173209],[14.62729982],[-140.27093615]
791,[-3.95769748],[17.14173306],[-138.19244239]
791,[-27.7414262],[14.8164921],[-141.44275273]
792,[-4.06718338],[17.26039175],[-140.40190749]
792,[-27.6235484],[14.82076192],[-141.4421362]
793,[-6.54023482],[35.44890545],[-298.73642004]
793,[-27.76719455],[14.75130979],[-141.57876025]
794,[-8.76897434],[41.62817225],[-347.71198362]
794,[-27.9096663],[14.65903097],[-140.72410613]
795,[-11.416742],[42.92654324],[-355.07321692]
795,[-27.66385352],[14.5250879],[-139.16227638]
796,[-5.00230009],[17.41417833],[-141.04064144]
796,[-27.9159416],[14.80825832],[-141.29850488]
797,[-9.07300019],[38.39790673],[-321.87491005]
797,[-28.04393245],[14.87542878],[-142.07068899]
798,[-5.45005367],[17.27630525],[-143.72220669]
798,[-28.02487996],[14.72762724],[-141.69626065]
799,[-5.75440163],[17.05106711],[-144.71033342]
799,[-27.9466027],[14.543598],[-141.05149398]
800,[-6.22940677],[16.69826141],[-145.91341002]
800,[-28.05324916],[14.49086902],[-141.06466591]
801,[-6.83982791],[16.38440969],[-150.60993931]
801,[-28.23252431],[14.46822346],[-141.38423333]
802,[-7.17025413],[15.89699213],[-152.06601993]
802,[-28.57184871],[14.45871035],[-141.86836219]
803,[-7.61494511],[15.38192386],[-156.21612798]
803,[-28.40791337],[14.42985643],[-140.24705407]
804,[-8.26771907],[15.81282837],[-167.98258379]
804,[-28.75612627],[14.50775496],[-141.19658677]
805,[-8.49558876],[15.61289259],[-171.90876354]
805,[-29.05585178],[14.54054667],[-141.8526211]
806,[-14.72555667],[27.92937576],[-308.70972291]
806,[-29.34301796],[14.59274917],[-142.37017085]
807,[-8.78253955],[15.72159609],[-176.17536204]
807,[-29.67328704],[14.54949361],[-142.91947004]
808,[8.77264023],[-15.16685355],[173.22582365]
808,[-29.69068226],[14.48487534],[-142.48786567]
809,[-8.7213467],[15.03770523],[-172.06969887]
809,[-29.70252872],[14.41146933],[-142.01153353]
810,[8.77627473],[-14.71962053],[170.04073328]
810,[-29.60157941],[14.47791765],[-141.58801711]
811,[8.8402242],[-14.81032581],[171.20691291]
811,[-29.60042546],[14.47715384],[-141.58141008]
812,[9.1901376],[-15.07141446],[175.20610425]
812,[-29.65392605],[14.43511361],[-141.59993069]
813,[-19.00243303],[32.62515828],[-373.17958372]
813,[-29.71844967],[14.37731037],[-141.5946452]
814,[9.59660118],[-15.26353219],[178.61598848]
814,[-29.71694157],[14.37682886],[-141.58650805]
815,[9.89387444],[-15.1362862],[181.71279351]
815,[-29.60029668],[14.34529913],[-141.2446118]
816,[10.03247483],[-14.84612579],[181.94996627]
816,[-29.52378511],[14.32848123],[-141.03475434]
